"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Brasil, Município, Mesorregião Geográfica e Microrregião Geográfica";"Ano";""
"Santa Margarida (MG)";"2002";"55810,6"
"Santa Margarida (MG)";"2003";"63499,7"
"Santa Margarida (MG)";"2004";"84456,8"
"Santa Margarida (MG)";"2005";"91777,1"
"Santa Margarida (MG)";"2006";"119819,1"
"Santa Margarida (MG)";"2007";"114379,7"
"Santa Margarida (MG)";"2008";"124453,0"
"Santa Margarida (MG)";"2009";"122362,7"
"Santa Margarida (MG)";"2010";"154801,2"
"Santa Margarida (MG)";"2011";"242675,3"
"Santa Margarida (MG)";"2012";"204539,8"
"Santa Margarida (MG)";"2013";"168456,4"
"Santa Margarida (MG)";"2014";"211539,8"
"Santa Margarida (MG)";"2015";"227219,8"
"Santa Margarida (MG)";"2016";"262266,5"
"Santa Maria de Itabira (MG)";"2002";"39416,3"
"Santa Maria de Itabira (MG)";"2003";"42383,6"
"Santa Maria de Itabira (MG)";"2004";"40296,7"
"Santa Maria de Itabira (MG)";"2005";"47435,8"
"Santa Maria de Itabira (MG)";"2006";"52891,6"
"Santa Maria de Itabira (MG)";"2007";"55667,2"
"Santa Maria de Itabira (MG)";"2008";"63298,5"
"Santa Maria de Itabira (MG)";"2009";"73496,9"
"Santa Maria de Itabira (MG)";"2010";"101230,2"
"Santa Maria de Itabira (MG)";"2011";"93194,4"
"Santa Maria de Itabira (MG)";"2012";"112094,0"
"Santa Maria de Itabira (MG)";"2013";"135950,8"
"Santa Maria de Itabira (MG)";"2014";"147905,4"
"Santa Maria de Itabira (MG)";"2015";"133276,5"
"Santa Maria de Itabira (MG)";"2016";"146024,2"
"Santa Maria do Salto (MG)";"2002";"11712,6"
"Santa Maria do Salto (MG)";"2003";"12813,6"
"Santa Maria do Salto (MG)";"2004";"13309,8"
"Santa Maria do Salto (MG)";"2005";"15262,7"
"Santa Maria do Salto (MG)";"2006";"16384,7"
"Santa Maria do Salto (MG)";"2007";"17929,1"
"Santa Maria do Salto (MG)";"2008";"22780,0"
"Santa Maria do Salto (MG)";"2009";"22379,2"
"Santa Maria do Salto (MG)";"2010";"23418,7"
"Santa Maria do Salto (MG)";"2011";"26380,4"
"Santa Maria do Salto (MG)";"2012";"28402,5"
"Santa Maria do Salto (MG)";"2013";"32942,6"
"Santa Maria do Salto (MG)";"2014";"34665,4"
"Santa Maria do Salto (MG)";"2015";"36326,5"
"Santa Maria do Salto (MG)";"2016";"38980,0"
"Santa Maria do Suaçuí (MG)";"2002";"31481,8"
"Santa Maria do Suaçuí (MG)";"2003";"34340,1"
"Santa Maria do Suaçuí (MG)";"2004";"36400,5"
"Santa Maria do Suaçuí (MG)";"2005";"43280,0"
"Santa Maria do Suaçuí (MG)";"2006";"47640,5"
"Santa Maria do Suaçuí (MG)";"2007";"51376,5"
"Santa Maria do Suaçuí (MG)";"2008";"56419,7"
"Santa Maria do Suaçuí (MG)";"2009";"63513,4"
"Santa Maria do Suaçuí (MG)";"2010";"69730,3"
"Santa Maria do Suaçuí (MG)";"2011";"82607,7"
"Santa Maria do Suaçuí (MG)";"2012";"90884,7"
"Santa Maria do Suaçuí (MG)";"2013";"104503,1"
"Santa Maria do Suaçuí (MG)";"2014";"111568,5"
"Santa Maria do Suaçuí (MG)";"2015";"116969,4"
"Santa Maria do Suaçuí (MG)";"2016";"125520,8"
"Santana da Vargem (MG)";"2002";"38380,3"
"Santana da Vargem (MG)";"2003";"32906,8"
"Santana da Vargem (MG)";"2004";"52713,9"
"Santana da Vargem (MG)";"2005";"46836,1"
"Santana da Vargem (MG)";"2006";"78689,2"
"Santana da Vargem (MG)";"2007";"51757,1"
"Santana da Vargem (MG)";"2008";"74366,1"
"Santana da Vargem (MG)";"2009";"67871,5"
"Santana da Vargem (MG)";"2010";"89511,4"
"Santana da Vargem (MG)";"2011";"152466,9"
"Santana da Vargem (MG)";"2012";"152192,1"
"Santana da Vargem (MG)";"2013";"120528,9"
"Santana da Vargem (MG)";"2014";"121800,1"
"Santana da Vargem (MG)";"2015";"115300,4"
"Santana da Vargem (MG)";"2016";"157788,1"
"Santana de Cataguases (MG)";"2002";"9197,7"
"Santana de Cataguases (MG)";"2003";"10998,8"
"Santana de Cataguases (MG)";"2004";"11709,4"
"Santana de Cataguases (MG)";"2005";"12253,0"
"Santana de Cataguases (MG)";"2006";"13012,1"
"Santana de Cataguases (MG)";"2007";"14527,3"
"Santana de Cataguases (MG)";"2008";"16417,9"
"Santana de Cataguases (MG)";"2009";"16820,5"
"Santana de Cataguases (MG)";"2010";"20581,0"
"Santana de Cataguases (MG)";"2011";"23679,3"
"Santana de Cataguases (MG)";"2012";"28089,6"
"Santana de Cataguases (MG)";"2013";"38190,4"
"Santana de Cataguases (MG)";"2014";"41715,4"
"Santana de Cataguases (MG)";"2015";"44708,7"
"Santana de Cataguases (MG)";"2016";"44210,4"
"Santana de Pirapama (MG)";"2002";"22672,1"
"Santana de Pirapama (MG)";"2003";"25879,6"
"Santana de Pirapama (MG)";"2004";"28486,7"
"Santana de Pirapama (MG)";"2005";"32657,6"
"Santana de Pirapama (MG)";"2006";"33859,7"
"Santana de Pirapama (MG)";"2007";"36293,3"
"Santana de Pirapama (MG)";"2008";"46313,8"
"Santana de Pirapama (MG)";"2009";"47186,0"
"Santana de Pirapama (MG)";"2010";"58128,1"
"Santana de Pirapama (MG)";"2011";"62315,0"
"Santana de Pirapama (MG)";"2012";"62683,6"
"Santana de Pirapama (MG)";"2013";"73049,6"
"Santana de Pirapama (MG)";"2014";"82203,4"
"Santana de Pirapama (MG)";"2015";"80776,9"
"Santana de Pirapama (MG)";"2016";"92499,7"
"Santana do Deserto (MG)";"2002";"16928,2"
"Santana do Deserto (MG)";"2003";"17972,9"
"Santana do Deserto (MG)";"2004";"18454,8"
"Santana do Deserto (MG)";"2005";"16235,5"
"Santana do Deserto (MG)";"2006";"15000,4"
"Santana do Deserto (MG)";"2007";"16040,4"
"Santana do Deserto (MG)";"2008";"18216,1"
"Santana do Deserto (MG)";"2009";"19020,5"
"Santana do Deserto (MG)";"2010";"20386,6"
"Santana do Deserto (MG)";"2011";"28741,3"
"Santana do Deserto (MG)";"2012";"36443,1"
"Santana do Deserto (MG)";"2013";"30582,8"
"Santana do Deserto (MG)";"2014";"35561,3"
"Santana do Deserto (MG)";"2015";"35710,5"
"Santana do Deserto (MG)";"2016";"37432,0"
"Santana do Garambéu (MG)";"2002";"6074,3"
"Santana do Garambéu (MG)";"2003";"6754,6"
"Santana do Garambéu (MG)";"2004";"7649,6"
"Santana do Garambéu (MG)";"2005";"8569,8"
"Santana do Garambéu (MG)";"2006";"9115,9"
"Santana do Garambéu (MG)";"2007";"10439,7"
"Santana do Garambéu (MG)";"2008";"12730,0"
"Santana do Garambéu (MG)";"2009";"13256,5"
"Santana do Garambéu (MG)";"2010";"14406,8"
"Santana do Garambéu (MG)";"2011";"15661,8"
"Santana do Garambéu (MG)";"2012";"17631,9"
"Santana do Garambéu (MG)";"2013";"22608,5"
"Santana do Garambéu (MG)";"2014";"23744,0"
"Santana do Garambéu (MG)";"2015";"24769,4"
"Santana do Garambéu (MG)";"2016";"28529,4"
"Santana do Jacaré (MG)";"2002";"14680,6"
"Santana do Jacaré (MG)";"2003";"17588,3"
"Santana do Jacaré (MG)";"2004";"20569,9"
"Santana do Jacaré (MG)";"2005";"22911,7"
"Santana do Jacaré (MG)";"2006";"25169,7"
"Santana do Jacaré (MG)";"2007";"27260,8"
"Santana do Jacaré (MG)";"2008";"30806,1"
"Santana do Jacaré (MG)";"2009";"34739,0"
"Santana do Jacaré (MG)";"2010";"38551,1"
"Santana do Jacaré (MG)";"2011";"44177,4"
"Santana do Jacaré (MG)";"2012";"47121,5"
"Santana do Jacaré (MG)";"2013";"51028,8"
"Santana do Jacaré (MG)";"2014";"54450,2"
"Santana do Jacaré (MG)";"2015";"67686,3"
"Santana do Jacaré (MG)";"2016";"71775,5"
"Santana do Manhuaçu (MG)";"2002";"20102,6"
"Santana do Manhuaçu (MG)";"2003";"22761,6"
"Santana do Manhuaçu (MG)";"2004";"26232,7"
"Santana do Manhuaçu (MG)";"2005";"27595,0"
"Santana do Manhuaçu (MG)";"2006";"32821,7"
"Santana do Manhuaçu (MG)";"2007";"40083,0"
"Santana do Manhuaçu (MG)";"2008";"42620,1"
"Santana do Manhuaçu (MG)";"2009";"42347,3"
"Santana do Manhuaçu (MG)";"2010";"50123,0"
"Santana do Manhuaçu (MG)";"2011";"66614,1"
"Santana do Manhuaçu (MG)";"2012";"73045,0"
"Santana do Manhuaçu (MG)";"2013";"63513,2"
"Santana do Manhuaçu (MG)";"2014";"76402,0"
"Santana do Manhuaçu (MG)";"2015";"88746,8"
"Santana do Manhuaçu (MG)";"2016";"101591,9"
"Santana do Paraíso (MG)";"2002";"81659,8"
"Santana do Paraíso (MG)";"2003";"93448,3"
"Santana do Paraíso (MG)";"2004";"121544,6"
"Santana do Paraíso (MG)";"2005";"148815,8"
"Santana do Paraíso (MG)";"2006";"134098,2"
"Santana do Paraíso (MG)";"2007";"156048,7"
"Santana do Paraíso (MG)";"2008";"181341,9"
"Santana do Paraíso (MG)";"2009";"212998,0"
"Santana do Paraíso (MG)";"2010";"276056,2"
"Santana do Paraíso (MG)";"2011";"321774,1"
"Santana do Paraíso (MG)";"2012";"379789,5"
"Santana do Paraíso (MG)";"2013";"466847,5"
"Santana do Paraíso (MG)";"2014";"451032,5"
"Santana do Paraíso (MG)";"2015";"472025,8"
"Santana do Paraíso (MG)";"2016";"502911,6"
"Santana do Riacho (MG)";"2002";"9021,1"
"Santana do Riacho (MG)";"2003";"10663,0"
"Santana do Riacho (MG)";"2004";"14326,7"
"Santana do Riacho (MG)";"2005";"14789,0"
"Santana do Riacho (MG)";"2006";"16370,0"
"Santana do Riacho (MG)";"2007";"20869,2"
"Santana do Riacho (MG)";"2008";"22886,4"
"Santana do Riacho (MG)";"2009";"27508,1"
"Santana do Riacho (MG)";"2010";"29998,4"
"Santana do Riacho (MG)";"2011";"33362,5"
"Santana do Riacho (MG)";"2012";"37983,2"
"Santana do Riacho (MG)";"2013";"41524,0"
"Santana do Riacho (MG)";"2014";"47645,2"
"Santana do Riacho (MG)";"2015";"50649,0"
"Santana do Riacho (MG)";"2016";"59865,2"
"Santana dos Montes (MG)";"2002";"8573,7"
"Santana dos Montes (MG)";"2003";"10108,4"
"Santana dos Montes (MG)";"2004";"10166,0"
"Santana dos Montes (MG)";"2005";"11440,8"
"Santana dos Montes (MG)";"2006";"13250,3"
"Santana dos Montes (MG)";"2007";"17054,8"
"Santana dos Montes (MG)";"2008";"18827,3"
"Santana dos Montes (MG)";"2009";"20319,9"
"Santana dos Montes (MG)";"2010";"21761,7"
"Santana dos Montes (MG)";"2011";"24082,3"
"Santana dos Montes (MG)";"2012";"23608,2"
"Santana dos Montes (MG)";"2013";"28558,3"
"Santana dos Montes (MG)";"2014";"30673,3"
"Santana dos Montes (MG)";"2015";"32295,1"
"Santana dos Montes (MG)";"2016";"35660,7"
"Santa Rita de Caldas (MG)";"2002";"32831,1"
"Santa Rita de Caldas (MG)";"2003";"37542,7"
"Santa Rita de Caldas (MG)";"2004";"38801,8"
"Santa Rita de Caldas (MG)";"2005";"45292,5"
"Santa Rita de Caldas (MG)";"2006";"52610,8"
"Santa Rita de Caldas (MG)";"2007";"55964,7"
"Santa Rita de Caldas (MG)";"2008";"65855,3"
"Santa Rita de Caldas (MG)";"2009";"70978,5"
"Santa Rita de Caldas (MG)";"2010";"87780,7"
"Santa Rita de Caldas (MG)";"2011";"101161,7"
"Santa Rita de Caldas (MG)";"2012";"111122,4"
"Santa Rita de Caldas (MG)";"2013";"136208,7"
"Santa Rita de Caldas (MG)";"2014";"134174,1"
"Santa Rita de Caldas (MG)";"2015";"147996,8"
"Santa Rita de Caldas (MG)";"2016";"169895,1"
"Santa Rita de Jacutinga (MG)";"2002";"18502,1"
"Santa Rita de Jacutinga (MG)";"2003";"21311,1"
"Santa Rita de Jacutinga (MG)";"2004";"27990,1"
"Santa Rita de Jacutinga (MG)";"2005";"29115,7"
"Santa Rita de Jacutinga (MG)";"2006";"26455,5"
"Santa Rita de Jacutinga (MG)";"2007";"26529,3"
"Santa Rita de Jacutinga (MG)";"2008";"42992,9"
"Santa Rita de Jacutinga (MG)";"2009";"36959,0"
"Santa Rita de Jacutinga (MG)";"2010";"35481,1"
"Santa Rita de Jacutinga (MG)";"2011";"39862,6"
"Santa Rita de Jacutinga (MG)";"2012";"39747,4"
"Santa Rita de Jacutinga (MG)";"2013";"45917,5"
"Santa Rita de Jacutinga (MG)";"2014";"47728,1"
"Santa Rita de Jacutinga (MG)";"2015";"50494,3"
"Santa Rita de Jacutinga (MG)";"2016";"54910,6"
"Santa Rita de Minas (MG)";"2002";"21283,1"
"Santa Rita de Minas (MG)";"2003";"22419,9"
"Santa Rita de Minas (MG)";"2004";"27602,8"
"Santa Rita de Minas (MG)";"2005";"32476,4"
"Santa Rita de Minas (MG)";"2006";"34326,0"
"Santa Rita de Minas (MG)";"2007";"47935,4"
"Santa Rita de Minas (MG)";"2008";"68010,5"
"Santa Rita de Minas (MG)";"2009";"53921,0"
"Santa Rita de Minas (MG)";"2010";"55386,9"
"Santa Rita de Minas (MG)";"2011";"57358,8"
"Santa Rita de Minas (MG)";"2012";"58259,5"
"Santa Rita de Minas (MG)";"2013";"60109,5"
"Santa Rita de Minas (MG)";"2014";"68529,6"
"Santa Rita de Minas (MG)";"2015";"78071,3"
"Santa Rita de Minas (MG)";"2016";"82056,1"
"Santa Rita de Ibitipoca (MG)";"2002";"10074,6"
"Santa Rita de Ibitipoca (MG)";"2003";"11191,0"
"Santa Rita de Ibitipoca (MG)";"2004";"12426,5"
"Santa Rita de Ibitipoca (MG)";"2005";"14037,0"
"Santa Rita de Ibitipoca (MG)";"2006";"15601,2"
"Santa Rita de Ibitipoca (MG)";"2007";"17329,6"
"Santa Rita de Ibitipoca (MG)";"2008";"20442,9"
"Santa Rita de Ibitipoca (MG)";"2009";"21533,6"
"Santa Rita de Ibitipoca (MG)";"2010";"23819,8"
"Santa Rita de Ibitipoca (MG)";"2011";"26648,6"
"Santa Rita de Ibitipoca (MG)";"2012";"28881,4"
"Santa Rita de Ibitipoca (MG)";"2013";"32935,2"
"Santa Rita de Ibitipoca (MG)";"2014";"36455,3"
"Santa Rita de Ibitipoca (MG)";"2015";"35710,9"
"Santa Rita de Ibitipoca (MG)";"2016";"55365,3"
"Santa Rita do Itueto (MG)";"2002";"16771,7"
"Santa Rita do Itueto (MG)";"2003";"20546,7"
"Santa Rita do Itueto (MG)";"2004";"25822,3"
"Santa Rita do Itueto (MG)";"2005";"27715,7"
"Santa Rita do Itueto (MG)";"2006";"35559,0"
"Santa Rita do Itueto (MG)";"2007";"32658,2"
"Santa Rita do Itueto (MG)";"2008";"39278,9"
"Santa Rita do Itueto (MG)";"2009";"53119,9"
"Santa Rita do Itueto (MG)";"2010";"41114,9"
"Santa Rita do Itueto (MG)";"2011";"75522,0"
"Santa Rita do Itueto (MG)";"2012";"94728,8"
"Santa Rita do Itueto (MG)";"2013";"71775,2"
"Santa Rita do Itueto (MG)";"2014";"89447,2"
"Santa Rita do Itueto (MG)";"2015";"88328,8"
"Santa Rita do Itueto (MG)";"2016";"121756,0"
"Santa Rita do Sapucaí (MG)";"2002";"337849,2"
"Santa Rita do Sapucaí (MG)";"2003";"351772,2"
"Santa Rita do Sapucaí (MG)";"2004";"552541,4"
"Santa Rita do Sapucaí (MG)";"2005";"560004,1"
"Santa Rita do Sapucaí (MG)";"2006";"656724,9"
"Santa Rita do Sapucaí (MG)";"2007";"685833,4"
"Santa Rita do Sapucaí (MG)";"2008";"702409,5"
"Santa Rita do Sapucaí (MG)";"2009";"690185,1"
"Santa Rita do Sapucaí (MG)";"2010";"936233,5"
"Santa Rita do Sapucaí (MG)";"2011";"1032027,9"
"Santa Rita do Sapucaí (MG)";"2012";"1118001,5"
"Santa Rita do Sapucaí (MG)";"2013";"1266645,0"
"Santa Rita do Sapucaí (MG)";"2014";"1360089,5"
"Santa Rita do Sapucaí (MG)";"2015";"1427752,1"
"Santa Rita do Sapucaí (MG)";"2016";"1631461,4"
"Santa Rosa da Serra (MG)";"2002";"10798,1"
"Santa Rosa da Serra (MG)";"2003";"14820,6"
"Santa Rosa da Serra (MG)";"2004";"18620,7"
"Santa Rosa da Serra (MG)";"2005";"22172,9"
"Santa Rosa da Serra (MG)";"2006";"21850,6"
"Santa Rosa da Serra (MG)";"2007";"20537,4"
"Santa Rosa da Serra (MG)";"2008";"27709,0"
"Santa Rosa da Serra (MG)";"2009";"27922,0"
"Santa Rosa da Serra (MG)";"2010";"27790,0"
"Santa Rosa da Serra (MG)";"2011";"35434,1"
"Santa Rosa da Serra (MG)";"2012";"47101,0"
"Santa Rosa da Serra (MG)";"2013";"39006,6"
"Santa Rosa da Serra (MG)";"2014";"49028,1"
"Santa Rosa da Serra (MG)";"2015";"43909,4"
"Santa Rosa da Serra (MG)";"2016";"50944,3"
"Santa Vitória (MG)";"2002";"97773,7"
"Santa Vitória (MG)";"2003";"122068,6"
"Santa Vitória (MG)";"2004";"136103,1"
"Santa Vitória (MG)";"2005";"139248,4"
"Santa Vitória (MG)";"2006";"143626,8"
"Santa Vitória (MG)";"2007";"152408,2"
"Santa Vitória (MG)";"2008";"190303,0"
"Santa Vitória (MG)";"2009";"237229,2"
"Santa Vitória (MG)";"2010";"315149,2"
"Santa Vitória (MG)";"2011";"445761,6"
"Santa Vitória (MG)";"2012";"461793,9"
"Santa Vitória (MG)";"2013";"506637,0"
"Santa Vitória (MG)";"2014";"502152,7"
"Santa Vitória (MG)";"2015";"593277,4"
"Santa Vitória (MG)";"2016";"690440,0"
"Santo Antônio do Amparo (MG)";"2002";"65884,3"
"Santo Antônio do Amparo (MG)";"2003";"69730,6"
"Santo Antônio do Amparo (MG)";"2004";"80539,1"
"Santo Antônio do Amparo (MG)";"2005";"89377,3"
"Santo Antônio do Amparo (MG)";"2006";"101414,7"
"Santo Antônio do Amparo (MG)";"2007";"99338,6"
"Santo Antônio do Amparo (MG)";"2008";"103350,1"
"Santo Antônio do Amparo (MG)";"2009";"118903,5"
"Santo Antônio do Amparo (MG)";"2010";"104623,9"
"Santo Antônio do Amparo (MG)";"2011";"152193,9"
"Santo Antônio do Amparo (MG)";"2012";"169766,2"
"Santo Antônio do Amparo (MG)";"2013";"178335,6"
"Santo Antônio do Amparo (MG)";"2014";"233983,8"
"Santo Antônio do Amparo (MG)";"2015";"220354,7"
"Santo Antônio do Amparo (MG)";"2016";"303913,1"
"Santo Antônio do Aventureiro (MG)";"2002";"11393,5"
"Santo Antônio do Aventureiro (MG)";"2003";"13135,2"
"Santo Antônio do Aventureiro (MG)";"2004";"14488,1"
"Santo Antônio do Aventureiro (MG)";"2005";"15644,6"
"Santo Antônio do Aventureiro (MG)";"2006";"16346,7"
"Santo Antônio do Aventureiro (MG)";"2007";"17652,0"
"Santo Antônio do Aventureiro (MG)";"2008";"20049,1"
"Santo Antônio do Aventureiro (MG)";"2009";"21017,7"
"Santo Antônio do Aventureiro (MG)";"2010";"27275,3"
"Santo Antônio do Aventureiro (MG)";"2011";"29896,0"
"Santo Antônio do Aventureiro (MG)";"2012";"31420,3"
"Santo Antônio do Aventureiro (MG)";"2013";"35368,1"
"Santo Antônio do Aventureiro (MG)";"2014";"36512,0"
"Santo Antônio do Aventureiro (MG)";"2015";"36787,6"
"Santo Antônio do Aventureiro (MG)";"2016";"42558,5"
"Santo Antônio do Grama (MG)";"2002";"11956,8"
"Santo Antônio do Grama (MG)";"2003";"13458,3"
"Santo Antônio do Grama (MG)";"2004";"14599,7"
"Santo Antônio do Grama (MG)";"2005";"16199,2"
"Santo Antônio do Grama (MG)";"2006";"18069,3"
"Santo Antônio do Grama (MG)";"2007";"19267,8"
"Santo Antônio do Grama (MG)";"2008";"21328,5"
"Santo Antônio do Grama (MG)";"2009";"23825,6"
"Santo Antônio do Grama (MG)";"2010";"26092,0"
"Santo Antônio do Grama (MG)";"2011";"33672,5"
"Santo Antônio do Grama (MG)";"2012";"40103,9"
"Santo Antônio do Grama (MG)";"2013";"43047,7"
"Santo Antônio do Grama (MG)";"2014";"47636,3"
"Santo Antônio do Grama (MG)";"2015";"53419,3"
"Santo Antônio do Grama (MG)";"2016";"69855,3"
"Santo Antônio do Itambé (MG)";"2002";"8805,4"
"Santo Antônio do Itambé (MG)";"2003";"11571,9"
"Santo Antônio do Itambé (MG)";"2004";"10886,4"
"Santo Antônio do Itambé (MG)";"2005";"13009,7"
"Santo Antônio do Itambé (MG)";"2006";"13663,0"
"Santo Antônio do Itambé (MG)";"2007";"16406,3"
"Santo Antônio do Itambé (MG)";"2008";"17896,1"
"Santo Antônio do Itambé (MG)";"2009";"19435,4"
"Santo Antônio do Itambé (MG)";"2010";"19544,2"
"Santo Antônio do Itambé (MG)";"2011";"27330,9"
"Santo Antônio do Itambé (MG)";"2012";"25888,4"
"Santo Antônio do Itambé (MG)";"2013";"29519,9"
"Santo Antônio do Itambé (MG)";"2014";"28546,6"
"Santo Antônio do Itambé (MG)";"2015";"30976,8"
"Santo Antônio do Itambé (MG)";"2016";"32655,1"
"Santo Antônio do Jacinto (MG)";"2002";"20225,5"
"Santo Antônio do Jacinto (MG)";"2003";"22848,7"
"Santo Antônio do Jacinto (MG)";"2004";"23490,0"
"Santo Antônio do Jacinto (MG)";"2005";"31274,5"
"Santo Antônio do Jacinto (MG)";"2006";"31954,6"
"Santo Antônio do Jacinto (MG)";"2007";"34241,7"
"Santo Antônio do Jacinto (MG)";"2008";"39788,9"
"Santo Antônio do Jacinto (MG)";"2009";"43222,9"
"Santo Antônio do Jacinto (MG)";"2010";"49007,3"
"Santo Antônio do Jacinto (MG)";"2011";"55964,6"
"Santo Antônio do Jacinto (MG)";"2012";"60588,5"
"Santo Antônio do Jacinto (MG)";"2013";"66768,7"
"Santo Antônio do Jacinto (MG)";"2014";"71347,8"
"Santo Antônio do Jacinto (MG)";"2015";"76765,7"
"Santo Antônio do Jacinto (MG)";"2016";"83105,0"
"Santo Antônio do Monte (MG)";"2002";"109208,1"
"Santo Antônio do Monte (MG)";"2003";"129386,3"
"Santo Antônio do Monte (MG)";"2004";"145089,0"
"Santo Antônio do Monte (MG)";"2005";"168668,5"
"Santo Antônio do Monte (MG)";"2006";"182082,9"
"Santo Antônio do Monte (MG)";"2007";"188937,3"
"Santo Antônio do Monte (MG)";"2008";"204514,8"
"Santo Antônio do Monte (MG)";"2009";"220104,1"
"Santo Antônio do Monte (MG)";"2010";"261299,6"
"Santo Antônio do Monte (MG)";"2011";"302758,7"
"Santo Antônio do Monte (MG)";"2012";"380701,3"
"Santo Antônio do Monte (MG)";"2013";"409117,1"
"Santo Antônio do Monte (MG)";"2014";"429739,0"
"Santo Antônio do Monte (MG)";"2015";"446273,0"
"Santo Antônio do Monte (MG)";"2016";"489251,2"
"Santo Antônio do Retiro (MG)";"2002";"10120,8"
"Santo Antônio do Retiro (MG)";"2003";"11267,5"
"Santo Antônio do Retiro (MG)";"2004";"13500,6"
"Santo Antônio do Retiro (MG)";"2005";"15938,3"
"Santo Antônio do Retiro (MG)";"2006";"18469,7"
"Santo Antônio do Retiro (MG)";"2007";"20107,7"
"Santo Antônio do Retiro (MG)";"2008";"22843,3"
"Santo Antônio do Retiro (MG)";"2009";"23834,1"
"Santo Antônio do Retiro (MG)";"2010";"27261,1"
"Santo Antônio do Retiro (MG)";"2011";"31105,6"
"Santo Antônio do Retiro (MG)";"2012";"34844,8"
"Santo Antônio do Retiro (MG)";"2013";"39617,6"
"Santo Antônio do Retiro (MG)";"2014";"45465,1"
"Santo Antônio do Retiro (MG)";"2015";"46808,7"
"Santo Antônio do Retiro (MG)";"2016";"50600,3"
"Santo Antônio do Rio Abaixo (MG)";"2002";"4523,3"
"Santo Antônio do Rio Abaixo (MG)";"2003";"4744,0"
"Santo Antônio do Rio Abaixo (MG)";"2004";"5341,1"
"Santo Antônio do Rio Abaixo (MG)";"2005";"6367,5"
"Santo Antônio do Rio Abaixo (MG)";"2006";"7008,2"
"Santo Antônio do Rio Abaixo (MG)";"2007";"8404,4"
"Santo Antônio do Rio Abaixo (MG)";"2008";"9540,5"
"Santo Antônio do Rio Abaixo (MG)";"2009";"10521,2"
"Santo Antônio do Rio Abaixo (MG)";"2010";"12023,8"
"Santo Antônio do Rio Abaixo (MG)";"2011";"13337,0"
"Santo Antônio do Rio Abaixo (MG)";"2012";"16961,7"
"Santo Antônio do Rio Abaixo (MG)";"2013";"20154,6"
"Santo Antônio do Rio Abaixo (MG)";"2014";"21208,4"
"Santo Antônio do Rio Abaixo (MG)";"2015";"20109,7"
"Santo Antônio do Rio Abaixo (MG)";"2016";"20409,1"
"Santo Hipólito (MG)";"2002";"11739,0"
"Santo Hipólito (MG)";"2003";"15955,7"
"Santo Hipólito (MG)";"2004";"16928,7"
"Santo Hipólito (MG)";"2005";"17793,2"
"Santo Hipólito (MG)";"2006";"17168,9"
"Santo Hipólito (MG)";"2007";"17902,7"
"Santo Hipólito (MG)";"2008";"27766,3"
"Santo Hipólito (MG)";"2009";"21994,6"
"Santo Hipólito (MG)";"2010";"34308,2"
"Santo Hipólito (MG)";"2011";"35157,6"
"Santo Hipólito (MG)";"2012";"30171,1"
"Santo Hipólito (MG)";"2013";"34247,7"
"Santo Hipólito (MG)";"2014";"35822,8"
"Santo Hipólito (MG)";"2015";"38123,8"
"Santo Hipólito (MG)";"2016";"38955,6"
"Santos Dumont (MG)";"2002";"272725,9"
"Santos Dumont (MG)";"2003";"300303,7"
"Santos Dumont (MG)";"2004";"355511,8"
"Santos Dumont (MG)";"2005";"399176,4"
"Santos Dumont (MG)";"2006";"422711,1"
"Santos Dumont (MG)";"2007";"463356,7"
"Santos Dumont (MG)";"2008";"492755,6"
"Santos Dumont (MG)";"2009";"512486,1"
"Santos Dumont (MG)";"2010";"515483,5"
"Santos Dumont (MG)";"2011";"541427,3"
"Santos Dumont (MG)";"2012";"581839,2"
"Santos Dumont (MG)";"2013";"611488,6"
"Santos Dumont (MG)";"2014";"686264,5"
"Santos Dumont (MG)";"2015";"847675,0"
"Santos Dumont (MG)";"2016";"919990,2"
"São Bento Abade (MG)";"2002";"25489,4"
"São Bento Abade (MG)";"2003";"16255,4"
"São Bento Abade (MG)";"2004";"21259,2"
"São Bento Abade (MG)";"2005";"20728,4"
"São Bento Abade (MG)";"2006";"28258,2"
"São Bento Abade (MG)";"2007";"26909,5"
"São Bento Abade (MG)";"2008";"30649,1"
"São Bento Abade (MG)";"2009";"27452,7"
"São Bento Abade (MG)";"2010";"34907,9"
"São Bento Abade (MG)";"2011";"39921,9"
"São Bento Abade (MG)";"2012";"41920,0"
"São Bento Abade (MG)";"2013";"48635,0"
"São Bento Abade (MG)";"2014";"59132,3"
"São Bento Abade (MG)";"2015";"57673,9"
"São Bento Abade (MG)";"2016";"69905,4"
"São Brás do Suaçuí (MG)";"2002";"14727,8"
"São Brás do Suaçuí (MG)";"2003";"18191,0"
"São Brás do Suaçuí (MG)";"2004";"25348,0"
"São Brás do Suaçuí (MG)";"2005";"26630,6"
"São Brás do Suaçuí (MG)";"2006";"31254,5"
"São Brás do Suaçuí (MG)";"2007";"38322,0"
"São Brás do Suaçuí (MG)";"2008";"40909,2"
"São Brás do Suaçuí (MG)";"2009";"51517,2"
"São Brás do Suaçuí (MG)";"2010";"41270,0"
"São Brás do Suaçuí (MG)";"2011";"45507,2"
