date,areaMunKm,areaUcKm,uc,uf,municipio
21/10/2018,0.0811,0,,PA,Trairao
19/11/2018,0.2362,0,,PA,Altamira
19/11/2018,0.1122,0,,PA,Uruara
19/11/2018,0.2046,0,,PA,Uruara
19/11/2018,0.3582,0,,PA,Uruara
19/11/2018,0.1376,0,,PA,Aveiro
19/11/2018,0.208,0,,PA,Ruropolis
19/11/2018,0.4517,0,,PA,Ruropolis
25/09/2018,0.0632,0,,AM,Apui
25/09/2018,0.1089,0,,AM,Apui
19/11/2018,0.1001,0,,PA,Placas
27/08/2019,0.0629,0,,PA,Altamira
27/08/2019,0.5968,0,,PA,Altamira
27/08/2019,1.5549,0,,PA,Cumaru do Norte
14/07/2019,1.3834,0,,PA,Altamira
14/07/2019,0.9412,0,,PA,Altamira
19/11/2018,0.1406,0,,PA,Placas
27/08/2019,0.1467,0,,PA,Altamira
19/11/2018,0.1113,0,,PA,Placas
19/11/2018,0.2654,0,,PA,Placas
19/11/2018,0.3836,0,,PA,Placas
19/11/2018,0.1959,0,,PA,Trairao
19/11/2018,0.252,0,,PA,Ruropolis
20/05/2019,0.0738,0,,RO,Machadinho D'oeste
20/05/2019,0.2219,0,,MT,Castanheira
20/05/2019,0.0779,0,,MT,Castanheira
19/11/2018,0.0684,0,,PA,Aveiro
19/11/2018,0.0775,0,,PA,Aveiro
19/11/2018,0.7977,0,,PA,Uruara
19/11/2018,0.3057,0,,PA,Uruara
20/05/2019,0.3662,0,,MT,Castanheira
19/11/2018,0.1268,0,,PA,Ruropolis
18/05/2019,0.2769,0,,PA,Sao Felix do Xingu
19/11/2018,0.1076,0,,PA,Ruropolis
19/11/2018,0.1714,0,,PA,Placas
19/11/2018,0.1911,0,,PA,Ruropolis
19/11/2018,0.3212,0,,PA,Altamira
19/11/2018,0.0802,0,,PA,Uruara
19/11/2018,1.5584,0,,PA,Trairao
20/05/2019,0.7593,0,,MT,Nova Bandeirantes
19/11/2018,0.1234,0,,PA,Altamira
19/11/2018,0.1588,0,,PA,Uruara
19/11/2018,0.204,0,,PA,Ruropolis
19/11/2018,0.0937,0,,PA,Placas
19/11/2018,0.1057,0,,PA,Placas
20/05/2019,0.2519,0,,MT,Juara
19/11/2018,0.0902,0,,PA,Medicilandia
19/11/2018,0.0887,0,,PA,Ruropolis
27/08/2019,0.3307,0,,MT,Confresa
27/08/2019,0.1806,0,,MT,Confresa
19/11/2018,0.1341,0,,PA,Ruropolis
13/09/2018,0.1135,0,,RO,Nova Uniao
19/11/2018,0.1659,0,,PA,Uruara
19/11/2018,0.2591,0,,PA,Placas
13/09/2018,1.7288,0,,AM,Novo Aripuana
13/09/2018,0.2897,0,,AM,Manicore
13/09/2018,0.2839,0,,RO,Machadinho D'oeste
19/11/2018,0.0683,0,,PA,Placas
19/11/2018,0.0866,0,,PA,Placas
19/11/2018,0.1941,0,,PA,Ruropolis
19/11/2018,0.0703,0,,PA,Uruara
13/09/2018,0.9227,0,,RO,Cujubim
27/08/2019,0.0781,0,,PA,Altamira
27/08/2019,0.6961,0,,PA,Altamira
19/11/2018,0.1274,0,,PA,Jacareacanga
27/08/2019,0.1377,0,,PA,Altamira
27/08/2019,0.237,0,,PA,Altamira
19/11/2018,0.0716,0,,PA,Placas
19/11/2018,0.0979,0,,PA,Placas
19/11/2018,0.1651,0,,PA,Altamira
18/10/2018,0.1009,0,,PA,Oriximina
19/11/2018,0.0646,0,,PA,Aveiro
27/08/2019,0.3351,0,,PA,Sao Felix do Xingu
13/09/2018,0.1357,0,,RO,Machadinho D'oeste
13/09/2018,0.1389,0,,RO,Nova Uniao
25/09/2018,0.0689,0,,PA,Oriximina
25/09/2018,0.0704,0,,PA,Oriximina
13/09/2018,0.066,0,,RO,Machadinho D'oeste
13/09/2018,0.1267,0,,RO,Vale do Anari
15/10/2018,0.2576,0,,AM,Apui
17/11/2018,0.0997,0,,PA,Altamira
17/11/2018,0.1831,0,,PA,Altamira
17/11/2018,0.1689,0,,PA,Senador Jose Porfirio
17/11/2018,0.168,0,,PA,Senador Jose Porfirio
27/08/2019,0.116,0,,PA,Sao Felix do Xingu
27/08/2019,0.2448,0,,PA,Altamira
27/08/2019,0.2465,0,,PA,Sao Felix do Xingu
27/08/2019,0.201,0,,PA,Sao Felix do Xingu
27/08/2019,0.2912,0,,PA,Sao Felix do Xingu
27/08/2019,0.9116,0,,PA,Altamira
17/11/2018,0.2561,0,,PA,Senador Jose Porfirio
17/11/2018,0.0657,0,,PA,Senador Jose Porfirio
17/11/2018,0.1553,0,,PA,Anapu
17/11/2018,0.0949,0,,PA,Anapu
17/11/2018,0.0992,0,,PA,Anapu
17/11/2018,0.2441,0,,PA,Anapu
17/11/2018,0.3655,0,,PA,Anapu
17/11/2018,0.1547,0,,PA,Anapu
17/11/2018,0.1093,0,,PA,Anapu
17/11/2018,0.1576,0,,PA,Anapu
17/11/2018,0.1213,0,,PA,Anapu
13/09/2018,0.1194,0,,RO,Vale do Anari
13/09/2018,0.1319,0,,RO,Nova Uniao
13/09/2018,0.2296,0,,RO,Nova Uniao
17/11/2018,0.064,0,,PA,Pacaja
20/05/2019,0.1408,0,,RO,Porto Velho
17/11/2018,0.1191,0,,PA,Anapu
17/11/2018,0.4974,0,,PA,Anapu
17/11/2018,0.3444,0,,PA,Anapu
17/11/2018,0.4911,0,,PA,Anapu
20/05/2019,0.1181,0,,MT,Nova Bandeirantes
17/11/2018,0.1211,0,,PA,Anapu
20/05/2019,0.1322,0,,MT,Colniza
17/11/2018,0.0885,0,,PA,Altamira
17/11/2018,0.1103,0,,PA,Anapu
17/11/2018,0.1362,0,,PA,Brasil Novo
17/11/2018,0.3005,0,,PA,Sao Felix do Xingu
17/11/2018,0.1184,0,,PA,Anapu
17/11/2018,0.161,0,,PA,Anapu
27/08/2019,0.3217,0,,PA,Sao Felix do Xingu
17/11/2018,0.1297,0,,PA,Anapu
27/08/2019,0.2714,0,,PA,Altamira
27/08/2019,0.0855,0,,PA,Altamira
17/11/2018,0.1253,0,,PA,Pacaja
27/08/2019,0.1193,0,,PA,Novo Progresso
27/08/2019,0.0769,0,,PA,Novo Progresso
17/11/2018,0.3716,0,,PA,Senador Jose Porfirio
17/11/2018,0.0744,0,,PA,Senador Jose Porfirio
26/08/2019,0.2337,0,,AM,Apui
17/11/2018,0.1582,0,,PA,Pacaja
11/09/2018,0.09,0,,PA,Sao Felix do Xingu
11/09/2018,0.2503,0,,PA,Sao Felix do Xingu
27/08/2019,0.1097,0,,PA,Novo Progresso
11/09/2018,0.0703,0,,PA,Sao Felix do Xingu
11/09/2018,0.1341,0,,PA,Ruropolis
11/09/2018,0.6007,0,,PA,Sao Felix do Xingu
11/09/2018,0.1144,0,,PA,Ruropolis
17/11/2018,0.1508,0,,PA,Pacaja
17/11/2018,0.6375,0,,PA,Pacaja
17/11/2018,0.196,0,,PA,Anapu
11/09/2018,0.1649,0,,PA,Sao Felix do Xingu
20/07/2019,0.2672,0,,PA,Altamira
20/05/2019,0.4494,0,,MT,Colniza
17/11/2018,0.1573,0,,PA,Anapu
13/09/2018,0.1274,0,,RO,Ouro Preto do Oeste
13/10/2018,0.1486,0,,PA,obidos
13/10/2018,0.1529,0,,PA,Alenquer
13/09/2018,0.0821,0,,RO,Ouro Preto do Oeste
13/09/2018,0.2109,0,,RO,Ouro Preto do Oeste
17/11/2018,0.2249,0,,PA,Anapu
17/11/2018,0.0683,0,,PA,Anapu
17/11/2018,0.4202,0,,PA,Anapu
17/11/2018,0.0758,0,,PA,Anapu
17/11/2018,0.1287,0,,PA,Anapu
17/11/2018,0.1236,0,,PA,Pacaja
09/08/2019,0.1288,0.1288,RESERVA BIOLÓGICA NASCENTES DA SERRA DO CACHIMBO,PA,Altamira
20/05/2019,0.0743,0,,RO,Cujubim
27/08/2019,0.071,0,,PA,Altamira
13/09/2018,0.1127,0,,RO,Ouro Preto do Oeste
17/11/2018,0.0835,0,,PA,Pacaja
17/11/2018,0.0769,0,,PA,Anapu
27/08/2019,0.4551,0,,PA,Sao Felix do Xingu
27/08/2019,0.3889,0,,PA,Altamira
17/11/2018,0.1102,0,,PA,Anapu
17/11/2018,0.4985,0,,PA,Altamira
17/11/2018,0.1393,0,,PA,Senador Jose Porfirio
17/11/2018,0.1216,0,,PA,Pacaja
17/11/2018,0.1623,0,,PA,Senador Jose Porfirio
17/11/2018,0.1234,0,,PA,Senador Jose Porfirio
17/11/2018,0.1049,0,,PA,Anapu
17/11/2018,0.0918,0,,PA,Pacaja
13/09/2018,0.0639,0,,RO,Ministro Andreazza
17/11/2018,0.184,0,,PA,Portel
17/11/2018,0.1333,0,,PA,Anapu
17/11/2018,0.0277,0,,PA,Portel
17/11/2018,0.1363,0,,PA,Anapu
17/11/2018,0.2101,0,,PA,Anapu
17/11/2018,0.2464,0,,PA,Anapu
17/11/2018,0.0853,0,,PA,Anapu
17/11/2018,0.2769,0,,PA,Anapu
13/09/2018,0.0844,0,,RO,Ministro Andreazza
17/11/2018,0.1232,0,,PA,Senador Jose Porfirio
29/09/2018,0.067,0,,PA,Sao Felix do Xingu
17/11/2018,0.1499,0,,PA,Portel
17/11/2018,0.0001,0,,PA,Anapu
17/11/2018,1.2056,0,,PA,Senador Jose Porfirio
17/11/2018,0.1443,0,,PA,Portel
17/11/2018,0.2464,0,,PA,Senador Jose Porfirio
17/11/2018,0.0742,0,,PA,Portel
27/08/2019,0.2268,0,,PA,Altamira
27/08/2019,0.1482,0,,PA,Altamira
27/08/2019,0.1589,0,,PA,Altamira
27/08/2019,0.1232,0,,PA,Altamira
27/08/2019,0.2887,0,,PA,Altamira
27/08/2019,0.391,0,,PA,Altamira
25/10/2018,0.1007,0,,PA,Anapu
17/11/2018,0.3822,0,,PA,Senador Jose Porfirio
17/11/2018,0.1429,0,,PA,Senador Jose Porfirio
25/10/2018,0.2699,0,,PA,Porto de Moz
17/11/2018,0.185,0,,PA,Portel
27/08/2019,0.1364,0,,PA,Novo Progresso
17/11/2018,0.0975,0,,PA,Portel
25/10/2018,0.1222,0,,PA,Sao Felix do Xingu
25/10/2018,0.1037,0,,PA,Pacaja
27/08/2019,0.5703,0,,PA,Altamira
27/08/2019,0.1755,0,,PA,Altamira
13/09/2018,0.1111,0,,RO,Ouro Preto do Oeste
17/11/2018,0.1424,0,,PA,Anapu
20/05/2019,0.4736,0,,MT,Cotriguaçu
17/11/2018,0.0978,0,,PA,Anapu
13/09/2018,0.143,0,,RO,Porto Velho
01/10/2018,0.0646,0,,PA,Aveiro
01/10/2018,0.3672,0,,PA,Aveiro
01/10/2018,0.067,0,,PA,Aveiro
01/10/2018,0.1115,0,,PA,Aveiro
01/10/2018,0.5064,0,,PA,Aveiro
01/10/2018,0.2046,0,,PA,Aveiro
01/10/2018,0.2297,0,,PA,Prainha
17/11/2018,0.3086,0,,PA,Altamira
01/10/2018,0.0984,0,,PA,Prainha
01/10/2018,0.0738,0,,PA,Jacareacanga
13/09/2018,0.875,0,,RO,Nova Uniao
27/08/2019,0.221,0,,MT,Uniao do Sul
13/09/2018,0.0672,0,,RO,Ouro Preto do Oeste
13/09/2018,0.1251,0,,RO,Ministro Andreazza
27/08/2019,0.1611,0,,PA,Altamira
27/08/2019,0.146,0,,MT,Peixoto de Azevedo
01/10/2018,0.1194,0,,PA,Prainha
13/09/2018,0.1036,0,,RO,Nova Uniao
01/10/2018,0.0942,0,,PA,Prainha
01/10/2018,0.2247,0,,PA,Aveiro
01/10/2018,0.1622,0,,PA,Aveiro
01/10/2018,0.0711,0,,PA,Prainha
01/10/2018,0.1652,0,,PA,Aveiro
01/10/2018,0.0629,0,,PA,Oriximina
13/09/2018,0.0819,0,,RO,Porto Velho
27/08/2019,0.0955,0,,MT,Claudia
27/08/2019,0.0228,0,,PA,Novo Progresso
13/09/2018,0.9254,0,,RO,Porto Velho
27/08/2019,0.3209,0,,MT,Itanhanga
17/09/2018,0.2056,0,,PA,Placas
26/08/2019,0.0639,0,,AM,Itacoatiara
26/08/2019,0.1854,0,,AM,Manaus
26/08/2019,0.1588,0,,AM,Itacoatiara
17/09/2018,0.1293,0,,PA,Placas
26/08/2019,0.1763,0,,AM,Autazes
26/08/2019,0.1242,0,,AM,Autazes
17/09/2018,0.1203,0,,PA,Placas
17/09/2018,0.0767,0,,PA,Uruara
17/09/2018,0.3926,0,,PA,Placas
26/08/2019,0.1593,0,,AM,Apui
20/05/2019,0.1455,0,,MT,Colniza
17/09/2018,0.1667,0,,PA,Placas
26/08/2019,0.1566,0,,AM,Apui
26/08/2019,0.2958,0,,AM,Apui
26/08/2019,0.2312,0,,AM,Apui
26/08/2019,0.1061,0,,AM,Apui
26/08/2019,0.4432,0,,PA,Jacareacanga
13/09/2018,0.0762,0,,RO,Porto Velho
13/09/2018,0.4071,0,,RO,Porto Velho
13/09/2018,0.1456,0,,RO,Porto Velho
26/08/2019,0.0774,0,,AM,Apui
13/09/2018,0.1747,0,,RO,Cacaulandia
13/09/2018,0.3448,0,,RO,Ariquemes
17/09/2018,0.1463,0,,PA,Uruara
26/08/2019,0.1266,0,,AM,Apui
26/08/2019,0.0718,0,,AM,Apui
26/08/2019,0.1863,0,,AM,Apui
15/10/2018,0.0758,0,,PA,Santarem
26/08/2019,0.1796,0,,AM,Apui
26/08/2019,0.1104,0,,AM,Apui
26/08/2019,0.0938,0,,AM,Apui
26/08/2019,0.0636,0,,AM,Apui
26/08/2019,0.1297,0,,AM,Apui
26/08/2019,0.1197,0,,AM,Apui
26/08/2019,0.0954,0,,AM,Apui
26/08/2019,0.0753,0,,AM,Apui
15/10/2018,0.088,0,,PA,Faro
26/08/2019,0.0701,0,,AM,Apui
26/08/2019,0.5673,0,,AM,Apui
26/08/2019,0.0763,0,,AM,Apui
26/08/2019,0.2299,0,,AM,Apui
15/10/2018,0.8504,0,,PA,Juruti
11/09/2018,0.1437,0,,PA,Sao Felix do Xingu
26/08/2019,0.1005,0,,AM,Apui
26/08/2019,1.5393,0,,AM,Apui
26/08/2019,0.0958,0,,AM,Apui
26/08/2019,0.247,0,,AM,Apui
26/08/2019,0.4672,0,,AM,Apui
11/09/2018,0.0745,0,,PA,Altamira
11/09/2018,0.0227,0,,PA,Senador Jose Porfirio
01/04/2019,0.2439,0,,AM,Apui
08/07/2019,0.264,0,,AM,Apui
08/07/2019,0.1432,0,,AM,Apui
18/06/2019,0.4988,0,,AM,Apui
26/08/2019,0.0676,0,,AM,Apui
26/08/2019,0.1455,0,,AM,Apui
26/08/2019,0.2237,0,,AM,Apui
11/09/2018,0.0877,0,,PA,Senador Jose Porfirio
26/08/2019,0.2105,0,,AM,Novo Aripuana
26/08/2019,0.9564,0,,AM,Novo Aripuana
26/08/2019,0.0702,0,,AM,Apui
26/08/2019,0.3297,0,,AM,Apui
26/08/2019,0.1698,0,,AM,Apui
26/08/2019,0.0864,0,,AM,Apui
26/08/2019,0.0717,0,,AM,Apui
26/08/2019,0.0931,0,,AM,Apui
26/08/2019,0.0777,0,,AM,Novo Aripuana
26/08/2019,0.0648,0,,AM,Novo Airao
11/09/2018,0.0671,0,,PA,Altamira
26/08/2019,0.222,0,,AM,Iranduba
20/05/2019,0.0738,0,,MT,Colniza
11/09/2018,0.0886,0,,PA,Sao Felix do Xingu
13/09/2018,0.0829,0,,RO,Porto Velho
26/08/2019,0.2068,0,,AM,Apui
26/08/2019,0.1918,0,,AM,Apui
24/08/2019,0.102,0,,PA,Altamira
25/08/2019,0.14,0,,AM,Boca do Acre
25/08/2019,0.1598,0,,AM,Boca do Acre
25/08/2019,0.0969,0,,AM,Boca do Acre
11/09/2018,0.1339,0,,PA,Santarem
24/08/2019,0.0764,0,,PA,Uruara
25/08/2019,0.2195,0,,AC,Placido de Castro
25/08/2019,0.1674,0,,AM,Boca do Acre
25/08/2019,0.168,0,,AC,Porto Acre
25/08/2019,0.1777,0,,AC,Porto Acre
25/08/2019,0.1423,0,,AC,Porto Acre
25/08/2019,0.1827,0,,AC,Rio Branco
25/08/2019,0.1013,0,,AC,Senador Guiomard
11/09/2018,0.2342,0,,PA,Placas
25/08/2019,0.0706,0,,AC,Placido de Castro
25/08/2019,0.0812,0,,AC,Placido de Castro
25/08/2019,0.1325,0,,AC,Capixaba
11/09/2018,0.3467,0,,PA,Placas
11/09/2018,0.2774,0,,PA,Placas
25/08/2019,0.1241,0,,AC,Capixaba
20/05/2019,0.7312,0,,MT,Colniza
25/08/2019,0.0653,0,,AC,Capixaba
25/08/2019,0.0693,0,,AC,Rio Branco
25/08/2019,0.2178,0,,AC,Rio Branco
11/09/2018,0.154,0,,PA,Placas
25/08/2019,0.066,0,,AC,Capixaba
25/08/2019,0.1753,0,,AC,Capixaba
25/08/2019,0.098,0,,AC,Capixaba
25/08/2019,0.0674,0,,AC,Capixaba
25/08/2019,0.2712,0,,AC,Capixaba
25/08/2019,0.0696,0,,AC,Rodrigues Alves
25/08/2019,0.1013,0,,AC,Rodrigues Alves
11/09/2018,0.1422,0,,PA,Placas
25/08/2019,0.0657,0,,AC,Mancio Lima
20/05/2019,0.0894,0,,RO,Machadinho D'oeste
25/08/2019,0.0888,0,,AC,Manoel Urbano
11/09/2018,0.0831,0,,PA,Placas
25/08/2019,0.1284,0,,AC,Manoel Urbano
25/08/2019,0.1946,0,,AC,Manoel Urbano
25/08/2019,0.0775,0,,AC,Mancio Lima
25/08/2019,0.0664,0,,AC,Mancio Lima
25/08/2019,0.248,0,,AC,Manoel Urbano
25/08/2019,0.0964,0,,AM,Guajara
25/08/2019,0.3025,0,,AC,Rio Branco
11/09/2018,0.2279,0,,PA,Placas
24/08/2019,0.0938,0,,PA,Novo Progresso
25/08/2019,0.2044,0,,AM,Envira
25/08/2019,0.0679,0,,AC,Rodrigues Alves
24/08/2019,0.1207,0,,PA,Porto de Moz
24/08/2019,0.0634,0,,PA,Porto de Moz
24/08/2019,0.1403,0,,PA,Porto de Moz
24/08/2019,0.2522,0,,PA,Porto de Moz
24/08/2019,0.1062,0,,PA,Porto de Moz
24/08/2019,0.0666,0,,PA,Porto de Moz
24/08/2019,0.1345,0,,PA,Porto de Moz
24/08/2019,0.0682,0,,PA,Porto de Moz
13/09/2018,0.1957,0,,RO,Porto Velho
24/08/2019,0.2005,0,,PA,Porto de Moz
24/08/2019,0.0636,0,,PA,Porto de Moz
24/08/2019,0.7792,0,,PA,Porto de Moz
24/08/2019,0.063,0,,PA,Porto de Moz
11/09/2018,0.2643,0,,PA,Placas
11/09/2018,0.1606,0,,PA,Santarem
24/08/2019,0.1751,0,,PA,Porto de Moz
24/08/2019,0.0839,0,,PA,Porto de Moz
24/08/2019,0.0656,0,,PA,Porto de Moz
24/08/2019,0.0663,0,,PA,Porto de Moz
24/08/2019,0.063,0,,PA,Porto de Moz
24/08/2019,0.2613,0,,PA,Porto de Moz
24/08/2019,0.3203,0,,PA,Porto de Moz
24/08/2019,0.0743,0,,PA,Portel
24/08/2019,0.0641,0,,PA,Portel
24/08/2019,0.067,0,,PA,Portel
24/08/2019,0.0801,0,,PA,Portel
24/08/2019,0.065,0,,PA,Portel
24/08/2019,0.0792,0,,PA,Senador Jose Porfirio
24/08/2019,0.2152,0,,PA,Senador Jose Porfirio
24/08/2019,0.1168,0,,PA,Senador Jose Porfirio
24/08/2019,0.2786,0,,PA,Portel
24/08/2019,0.0998,0,,PA,Senador Jose Porfirio
24/08/2019,0.0895,0,,PA,Senador Jose Porfirio
13/10/2018,0.0954,0,,PA,Santarem
24/08/2019,0.0711,0,,PA,Senador Jose Porfirio
24/08/2019,0.0946,0,,PA,Senador Jose Porfirio
24/08/2019,0.0743,0,,PA,Senador Jose Porfirio
24/08/2019,0.0869,0,,PA,Senador Jose Porfirio
24/08/2019,0.0824,0,,PA,Senador Jose Porfirio
24/08/2019,0.3728,0,,PA,Senador Jose Porfirio
24/08/2019,0.0637,0,,PA,Portel
24/08/2019,0.1345,0,,PA,Senador Jose Porfirio
24/08/2019,0.1618,0,,PA,Senador Jose Porfirio
24/08/2019,0.1208,0,,PA,Senador Jose Porfirio
11/09/2018,0.0858,0,,PA,Itaituba
24/08/2019,0.0813,0,,PA,Senador Jose Porfirio
24/08/2019,0.1399,0,,PA,Senador Jose Porfirio
24/08/2019,0.1408,0,,PA,Vitoria do Xingu
24/08/2019,0.5323,0,,PA,Senador Jose Porfirio
24/08/2019,0.1291,0,,PA,Senador Jose Porfirio
11/09/2018,0.1102,0,,PA,Itaituba
13/09/2018,0.2137,0,,RO,Porto Velho
24/08/2019,0.1432,0,,PA,Vitoria do Xingu
24/08/2019,0.187,0,,PA,Vitoria do Xingu
24/08/2019,0.1089,0,,PA,Vitoria do Xingu
24/08/2019,0.0767,0,,PA,Vitoria do Xingu
24/08/2019,0.1311,0,,PA,Vitoria do Xingu
24/08/2019,0.1931,0,,PA,Vitoria do Xingu
11/09/2018,0.0968,0,,PA,Sao Felix do Xingu
24/08/2019,0.2027,0,,PA,Altamira
24/08/2019,0.2686,0,,PA,Altamira
24/08/2019,0.0884,0,,PA,Altamira
11/09/2018,0.0979,0,,PA,Placas
11/09/2018,0.3882,0,,PA,Jacareacanga
24/08/2019,0.4748,0,,PA,Senador Jose Porfirio
11/09/2018,0.3369,0,,PA,Trairao
13/09/2018,0.3549,0,,RO,Porto Velho
24/08/2019,0.2461,0,,PA,Altamira
24/08/2019,0.3154,0,,PA,Senador Jose Porfirio
24/08/2019,0.096,0,,PA,Altamira
24/08/2019,0.1153,0,,PA,Altamira
24/08/2019,0.1117,0,,PA,Senador Jose Porfirio
24/08/2019,0.1867,0,,PA,Senador Jose Porfirio
24/08/2019,0.072,0,,PA,Senador Jose Porfirio
11/09/2018,0.0799,0,,PA,Ruropolis
24/08/2019,0.1173,0,,PA,Senador Jose Porfirio
24/08/2019,0.1181,0,,PA,Senador Jose Porfirio
24/08/2019,0.1806,0,,PA,Senador Jose Porfirio
24/08/2019,0.1506,0,,PA,Senador Jose Porfirio
24/08/2019,0.1717,0,,PA,Senador Jose Porfirio
24/08/2019,0.0927,0,,PA,Senador Jose Porfirio
24/08/2019,0.0776,0,,PA,Senador Jose Porfirio
11/09/2018,0.2386,0,,PA,Ruropolis
24/08/2019,0.5965,0,,PA,Senador Jose Porfirio
11/09/2018,1.199,0,,PA,Uruara
24/08/2019,0.2604,0,,PA,Senador Jose Porfirio
24/08/2019,0.1473,0,,PA,Senador Jose Porfirio
24/08/2019,0.11,0,,PA,Senador Jose Porfirio
24/08/2019,0.2205,0,,PA,Senador Jose Porfirio
24/08/2019,0.1099,0,,PA,Senador Jose Porfirio
24/08/2019,0.1045,0,,PA,Senador Jose Porfirio
24/08/2019,0.1843,0,,PA,Senador Jose Porfirio
24/08/2019,0.2642,0,,PA,Senador Jose Porfirio
24/08/2019,0.2704,0,,PA,Senador Jose Porfirio
24/08/2019,0.1168,0,,PA,Senador Jose Porfirio
24/08/2019,0.2191,0,,PA,Senador Jose Porfirio
24/08/2019,0.2785,0,,PA,Senador Jose Porfirio
24/08/2019,0.3628,0,,PA,Senador Jose Porfirio
24/08/2019,0.0754,0,,PA,Senador Jose Porfirio
24/08/2019,0.0906,0,,PA,Senador Jose Porfirio
24/08/2019,0.2972,0,,PA,Senador Jose Porfirio
24/08/2019,0.098,0,,PA,Senador Jose Porfirio
24/08/2019,0.0651,0,,PA,Senador Jose Porfirio
24/08/2019,0.2802,0,,PA,Senador Jose Porfirio
24/08/2019,0.2262,0,,PA,Senador Jose Porfirio
24/08/2019,0.3671,0,,PA,Senador Jose Porfirio
24/08/2019,0.3847,0,,PA,Senador Jose Porfirio
24/08/2019,0.3893,0,,PA,Senador Jose Porfirio
24/08/2019,0.2025,0,,PA,Senador Jose Porfirio
24/08/2019,0.212,0,,PA,Senador Jose Porfirio
24/08/2019,0.0985,0,,PA,Senador Jose Porfirio
24/08/2019,0.1082,0,,PA,Senador Jose Porfirio
24/08/2019,0.0751,0,,PA,Senador Jose Porfirio
24/08/2019,0.1201,0,,PA,Senador Jose Porfirio
24/08/2019,0.0996,0,,PA,Senador Jose Porfirio
24/08/2019,0.2459,0,,PA,Senador Jose Porfirio
24/08/2019,0.1622,0,,PA,Senador Jose Porfirio
24/08/2019,0.1017,0,,PA,Senador Jose Porfirio
24/08/2019,0.0919,0,,PA,Senador Jose Porfirio
24/08/2019,0.1343,0,,PA,Senador Jose Porfirio
24/08/2019,0.1524,0,,PA,Portel
24/08/2019,0.2247,0,,PA,Portel
24/08/2019,0.1271,0,,PA,Portel
24/08/2019,0.1308,0,,PA,Portel
24/08/2019,0.2062,0,,PA,Portel
24/08/2019,0.3643,0,,PA,Portel
24/08/2019,0.1018,0,,PA,Portel
24/08/2019,0.393,0,,PA,Portel
24/08/2019,0.152,0,,PA,Senador Jose Porfirio
24/08/2019,0.172,0,,PA,Senador Jose Porfirio
24/08/2019,0.089,0,,PA,Senador Jose Porfirio
24/08/2019,0.0966,0,,PA,Senador Jose Porfirio
24/08/2019,0.0652,0,,PA,Senador Jose Porfirio
24/08/2019,0.1737,0,,PA,Senador Jose Porfirio
24/08/2019,0.091,0,,PA,Senador Jose Porfirio
24/08/2019,0.2059,0,,PA,Senador Jose Porfirio
24/08/2019,0.2888,0,,PA,Portel
24/08/2019,0.1486,0,,PA,Portel
24/08/2019,0.3832,0,,PA,Anapu
24/08/2019,0.0656,0,,PA,Anapu
24/08/2019,0.3653,0,,PA,Senador Jose Porfirio
24/08/2019,0.1169,0,,PA,Anapu
24/08/2019,0.0699,0,,PA,Senador Jose Porfirio
24/08/2019,0.223,0,,PA,Senador Jose Porfirio
24/08/2019,0.1439,0,,PA,Senador Jose Porfirio
24/08/2019,0.1238,0,,PA,Senador Jose Porfirio
24/08/2019,0.0641,0,,PA,Senador Jose Porfirio
24/08/2019,0.148,0,,PA,Senador Jose Porfirio
24/08/2019,0.0694,0,,PA,Senador Jose Porfirio
24/08/2019,0.0765,0,,PA,Senador Jose Porfirio
11/09/2018,0.0898,0,,PA,Itaituba
24/08/2019,0.154,0,,PA,Senador Jose Porfirio
24/08/2019,0.1566,0,,PA,Anapu
24/08/2019,0.0661,0,,PA,Anapu
24/08/2019,0.2933,0,,PA,Anapu
24/08/2019,0.0969,0,,PA,Anapu
24/08/2019,0.2201,0,,PA,Senador Jose Porfirio
24/08/2019,0.4096,0,,PA,Senador Jose Porfirio
24/08/2019,0.3368,0,,PA,Senador Jose Porfirio
24/08/2019,0.0966,0,,PA,Anapu
24/08/2019,0.1012,0,,PA,Anapu
07/08/2019,0.0721,0,,PA,Senador Jose Porfirio
11/09/2018,0.4691,0,,PA,Trairao
24/08/2019,0.0975,0,,PA,Anapu
24/08/2019,0.2022,0,,PA,Anapu
24/08/2019,0.1524,0,,PA,Anapu
11/09/2018,0.3421,0,,PA,Trairao
24/08/2019,0.1733,0,,PA,Senador Jose Porfirio
24/08/2019,0.2475,0,,PA,Senador Jose Porfirio
24/08/2019,0.2899,0,,PA,Senador Jose Porfirio
24/08/2019,0.4604,0,,PA,Senador Jose Porfirio
24/08/2019,0.0825,0,,PA,Portel
11/09/2018,0.1048,0,,PA,Sao Felix do Xingu
13/09/2018,0.1865,0,,RO,Nova Mamore
24/08/2019,0.0721,0,,PA,Anapu
24/08/2019,0.1674,0,,PA,Anapu
24/08/2019,0.1959,0,,PA,Anapu
24/08/2019,0.0715,0,,PA,Anapu
24/08/2019,0.1344,0,,PA,Anapu
24/08/2019,0.0701,0,,PA,Anapu
24/08/2019,0.2093,0,,PA,Anapu
24/08/2019,0.0704,0,,PA,Anapu
24/08/2019,0.1003,0,,PA,Anapu
24/08/2019,0.1946,0,,PA,Anapu
24/08/2019,0.0817,0,,PA,Anapu
24/08/2019,0.4035,0,,PA,Anapu
24/08/2019,0.0891,0,,PA,Anapu
11/09/2018,0.1735,0,,PA,Jacareacanga
